FGEOIDCT10,Sits in State,Life Expectancy,Average Distance to Transit,Ave Economic Diversity,Ave Road Network Density,Walkability Index,Ave Percent People Without Health Insurance,Ave Population Density,Ave Percent People Unemployed,Ave Physical Inactivity
04013614600,AZ,79.5,754.84,0.43,26.28,12.22,7.17,5525.07,2.88,20.4
04013614700,AZ,77.0,356.99,0.38,25.19,12.44,10.49,614.45,7.63,27.0
04013614800,AZ,75.2,454.64,0.39,27.97,9.01,6.34,5766.77,5.93,20.9
04013614900,AZ,81.0,701.97,0.55,13.26,9.81,5.06,1686.14,2.4,18.5
04013615000,AZ,90.1,537.79,0.65,13.71,7.47,,2192.48,,
04013615100,AZ,81.9,,0.53,21.23,6.94,3.14,5267.79,5.33,15.1
04013615200,AZ,81.5,806.01,0.72,10.74,9.63,11.97,1015.89,2.83,18.54
04013616100,AZ,75.9,,0.5,24.59,6.52,10.6,7137.38,6.75,19.9
04013616200,AZ,78.9,544.7,0.59,25.08,13.25,6.36,7451.65,4.68,23.7
04013616300,AZ,77.7,1024.62,0.61,15.5,12.17,3.52,1775.52,3.71,23.8
04013616400,AZ,77.4,471.01,0.51,32.38,14.39,1.48,5524.82,1.07,18.6
04013616500,AZ,77.8,569.95,0.3,24.64,12.1,9.73,4566.42,1.43,20.9
04013616600,AZ,80.3,489.92,0.6,25.47,13.15,12.01,6254.41,2.72,23.9
04013616700,AZ,78.7,563.0,0.48,19.6,11.44,11.5,5165.36,2.15,20.3
04013616800,AZ,77.4,779.0,0.35,24.54,11.58,26.88,6160.84,8.46,23.8
04013616900,AZ,80.5,738.97,0.6,20.78,11.27,5.19,3875.07,3.53,18.6
04013617000,AZ,78.3,513.47,0.58,23.06,12.05,9.79,5022.08,2.34,23.3
04013617100,AZ,79.6,,0.59,21.41,7.88,4.53,4400.29,3.19,19.0
04013617200,AZ,,543.55,0.72,27.13,14.71,2.16,6426.09,1.1,15.7
04013617300,AZ,80.6,485.95,0.58,24.39,12.56,4.72,6973.9,4.03,17.0
04013618100,AZ,78.2,731.92,0.57,20.92,13.61,5.87,4016.96,4.81,20.0
04013618200,AZ,74.7,526.13,0.57,22.81,12.82,15.5,7965.19,7.62,20.2
04013618300,AZ,79.2,479.02,0.71,25.8,14.5,8.46,5109.23,6.97,23.9
04013618400,AZ,77.0,467.32,0.61,27.14,14.33,16.49,6414.13,9.26,28.6
04013618500,AZ,79.1,508.54,0.62,31.52,15.06,11.27,7568.11,10.99,22.0
04013618600,AZ,76.8,600.1,0.56,25.32,14.81,22.5,4910.15,5.13,23.3
04013618700,AZ,78.6,516.78,0.49,23.92,13.2,12.55,6295.64,3.15,25.6
04013618800,AZ,76.6,533.33,0.4,31.62,12.92,12.89,11277.29,9.12,30.3
04013618900,AZ,76.2,565.49,0.48,30.59,14.34,9.44,7042.5,3.7,24.9
04013619000,AZ,77.3,760.37,0.38,28.05,11.91,12.07,5724.75,3.47,23.6
04013619100,AZ,77.1,406.44,0.34,37.66,14.48,16.13,27999.44,1.75,25.3
04013619200,AZ,77.1,562.12,0.28,26.68,11.69,16.91,15278.17,4.87,21.0
04013619300,AZ,79.9,506.86,0.39,27.44,12.5,14.5,9711.82,9.8,25.1
04013619400,AZ,75.7,374.62,0.51,28.56,12.77,8.16,10049.68,0.1,21.5
04013619500,AZ,82.3,496.53,0.62,21.95,14.18,9.78,5442.98,2.25,24.5
04013619600,AZ,77.3,769.8,0.71,20.09,14.5,,2688.27,,
04013619700,AZ,75.1,439.41,0.61,23.49,14.01,19.51,5989.91,4.65,24.8
04013619800,AZ,78.6,562.45,0.45,31.1,14.11,6.71,8725.56,9.7,18.6
04013619900,AZ,82.5,608.44,0.55,21.23,12.38,2.83,4722.98,1.85,15.6
06001400100,CA,87.2,1192.26,0.48,10.16,10.17,0.28,1218.95,5.03,12.4
06001400200,CA,81.5,326.02,0.76,30.69,18.01,0.84,9480.2,6.1,11.0
06001400300,CA,87.2,372.84,0.67,33.28,15.83,1.66,13101.03,7.15,12.5
06001400400,CA,82.9,123.92,0.76,26.25,17.62,2.25,15471.84,0.2,12.5
06001400500,CA,78.8,135.56,0.65,23.76,15.69,4.48,17293.62,8.05,14.7
06001400600,CA,78.6,150.33,0.5,29.73,16.1,3.79,17895.21,3.27,14.8
06001400700,CA,80.1,267.83,0.58,31.72,15.95,2.52,14244.11,3.91,14.8
06001400800,CA,76.9,305.44,0.56,30.28,16.24,2.92,15468.91,3.13,15.7
06001400900,CA,74.5,286.69,0.58,33.26,15.25,6.22,18038.62,4.02,16.5
06001401000,CA,77.5,207.63,0.58,31.75,14.93,3.88,14149.13,5.81,15.4
06001401100,CA,80.3,232.73,0.76,34.19,16.35,10.28,16420.75,7.83,14.0
06001401200,CA,80.0,282.85,0.56,32.29,16.74,2.98,11685.04,3.5,12.0
06001401300,CA,75.8,145.31,0.68,36.9,16.09,4.8,13847.1,3.84,16.1
06001401400,CA,73.5,278.66,0.57,41.68,16.18,11.62,18502.66,10.39,22.8
06001401500,CA,77.3,241.79,0.64,32.68,16.89,7.58,16805.48,9.27,21.3
06001401600,CA,77.6,279.7,0.55,26.38,15.89,4.7,9783.66,9.1,19.6
06001401700,CA,,114.24,0.54,33.81,15.7,8.89,1475.24,3.87,15.2
06001401800,CA,77.6,236.29,0.55,33.12,15.74,8.95,14704.5,1.94,16.7
06001402200,CA,76.6,220.55,0.65,32.76,16.69,4.38,8455.9,7.93,18.1
06001402400,CA,78.1,227.92,0.33,27.61,14.25,5.49,20158.21,10.63,28.7
06001402500,CA,,149.5,0.45,31.63,14.51,3.68,14244.96,19.5,28.5
06001402600,CA,75.4,93.88,0.6,56.63,16.67,4.0,10560.04,7.99,29.9
06001402700,CA,77.5,333.55,0.67,44.4,16.16,8.19,13638.31,7.08,17.7
06001402800,CA,76.0,306.04,0.8,39.5,18.9,3.63,29633.44,9.42,21.97
06001402900,CA,79.6,324.55,0.72,31.21,17.17,4.81,11628.93,6.86,25.3
06001403000,CA,81.1,167.33,0.72,30.11,16.1,4.35,21292.06,8.63,36.6
06001403100,CA,80.0,218.6,0.74,42.48,19.0,4.06,14493.69,9.17,19.8
06001403300,CA,84.5,150.9,0.83,41.78,19.33,1.61,15422.81,1.05,19.42
06001403400,CA,81.9,326.78,0.46,30.36,12.58,6.63,17749.22,5.9,18.03
06001403501,CA,80.0,310.0,0.73,34.96,16.9,4.26,18960.76,5.52,17.0
06001403502,CA,79.4,250.91,0.36,25.8,13.07,2.83,27439.43,2.8,12.2
06001403600,CA,80.7,344.05,0.33,29.24,12.24,1.59,33335.83,4.68,13.3
06001403701,CA,84.4,325.19,0.63,26.58,14.23,1.06,43313.88,2.09,16.5
06001403702,CA,,263.85,0.7,32.82,17.09,0.0,29112.98,6.06,14.0
06001403800,CA,83.8,273.68,0.64,28.14,16.5,1.97,15904.98,4.3,12.9
06001403900,CA,86.9,224.19,0.66,31.81,15.97,5.31,20395.3,4.16,12.3
06001404000,CA,82.5,279.55,0.49,29.46,13.17,4.55,22195.7,3.68,13.4
06001404101,CA,82.7,299.11,0.73,28.53,17.33,0.47,14595.05,2.0,12.4
06001404102,CA,79.7,157.01,0.66,20.95,15.98,1.32,30392.74,2.85,15.5
06001404200,CA,84.2,48.48,0.63,25.19,14.61,1.16,3696.69,6.5,11.0
06001404300,CA,83.3,559.28,0.61,28.76,13.5,0.72,5112.91,4.17,12.2
06001404400,CA,83.5,961.06,0.68,20.84,9.02,0.74,3631.75,2.08,12.0
06001404501,CA,86.1,661.17,0.6,20.63,10.5,0.33,4368.08,1.04,11.8
06001404502,CA,82.4,566.16,0.76,24.61,14.43,0.79,5138.15,3.35,11.1
06001404600,CA,84.0,1095.7,0.52,21.62,8.13,1.16,2619.77,5.56,12.0
06001404700,CA,82.5,262.22,0.41,21.37,12.81,2.1,4737.19,4.42,11.7
06001404800,CA,85.2,479.62,0.73,22.87,14.1,3.61,11309.45,7.39,15.7
06001404900,CA,85.8,261.47,0.65,32.82,15.77,2.6,11958.91,2.01,14.9
06001405000,CA,81.3,223.71,0.59,29.31,14.82,0.25,11855.34,5.34,13.3
06001405100,CA,82.4,219.89,0.55,23.97,14.25,0.55,9292.07,0.28,12.4
06001405200,CA,84.9,300.52,0.66,32.32,15.37,3.75,14833.7,1.86,15.4
06001405301,CA,80.0,380.89,0.54,26.37,14.1,6.21,32660.14,2.48,13.8
06001405302,CA,79.5,82.64,0.59,31.22,16.97,6.17,32241.61,4.16,18.4
06001405401,CA,80.8,161.59,0.56,28.04,14.42,5.95,29213.99,7.13,20.6
06001405402,CA,76.0,165.55,0.61,26.37,15.23,8.31,33335.88,4.25,26.4
06001405500,CA,78.7,196.51,0.23,29.98,14.74,5.85,22249.99,5.53,19.9
06001405600,CA,78.2,257.98,0.38,28.52,13.79,9.3,18387.13,4.34,19.3
06001405700,CA,76.4,107.47,0.42,33.36,14.45,12.27,16680.57,5.24,25.4
06001405800,CA,76.6,309.14,0.17,29.32,13.26,10.64,20867.48,6.73,26.3
06001405901,CA,77.9,149.3,0.38,35.98,16.08,6.04,21499.4,10.11,28.6
06001405902,CA,77.7,126.23,0.46,39.0,16.34,9.78,16679.08,10.11,29.1
06001406000,CA,77.9,227.6,0.77,30.21,18.0,6.54,5802.1,4.87,25.6
06001406100,CA,76.2,410.69,0.73,35.43,17.35,6.28,6936.91,7.69,24.6
06001406201,CA,75.3,246.64,0.39,23.42,14.29,13.64,32192.06,6.24,31.2
06001406202,CA,77.4,236.35,0.52,24.5,14.66,12.12,31256.87,4.56,30.1
06001406300,CA,82.3,272.24,0.28,24.35,14.43,4.68,24294.05,3.63,28.0
06001406400,CA,72.5,255.75,0.23,25.39,14.52,1.85,13789.15,1.66,27.0
06001406500,CA,81.1,352.53,0.39,22.21,14.46,6.24,22575.87,8.17,26.6
06001406601,CA,77.9,303.58,0.46,29.67,13.55,11.19,15701.35,13.56,22.5
06001406602,CA,80.4,331.51,0.53,27.07,14.91,6.42,15862.52,12.11,25.7
06001406700,CA,83.3,303.76,0.41,21.4,13.31,3.78,8275.77,3.31,14.7
06001406800,CA,79.7,239.59,0.59,28.51,15.15,0.63,11270.73,11.34,15.9
06001406900,CA,78.2,434.27,0.7,22.68,14.62,4.71,11464.89,7.07,16.8
06001407000,CA,77.1,291.36,0.42,29.28,14.47,9.6,18614.48,3.6,24.9
06001407101,CA,80.2,372.67,0.42,22.86,12.52,13.03,28307.67,13.36,31.9
06001407102,CA,81.6,401.51,0.51,20.89,12.92,10.05,16726.69,4.06,27.9
06001407200,CA,78.5,240.51,0.69,26.02,17.07,8.76,23702.31,6.39,28.2
06001407300,CA,73.9,593.17,0.58,16.39,13.19,13.7,2686.21,13.44,26.7
06001407400,CA,78.3,260.3,0.65,25.84,14.65,10.73,21479.81,7.51,26.2
06001407500,CA,71.7,245.93,0.35,29.62,15.53,6.74,20887.42,13.91,29.6
06001407600,CA,74.2,244.85,0.39,23.33,13.47,17.12,16357.26,3.22,20.6
06001407700,CA,78.1,245.81,0.32,30.61,13.89,6.38,12005.44,7.3,15.8
06001407800,CA,82.3,392.53,0.41,35.45,13.86,4.62,5869.94,5.39,18.2
06001407900,CA,83.3,328.45,0.65,30.49,14.76,4.87,7276.77,1.73,13.5
06001408000,CA,79.5,929.38,0.72,24.17,13.66,0.63,3788.4,8.2,15.2
06001408100,CA,82.4,560.64,0.54,13.16,8.32,2.58,2119.28,6.82,14.8
06001408200,CA,76.8,390.58,0.36,21.26,12.2,5.88,12850.21,3.32,19.0
06001408300,CA,77.9,260.15,0.52,22.87,13.45,7.72,8065.47,6.59,17.1
06001408400,CA,75.3,405.69,0.31,28.31,13.46,9.82,19452.32,5.43,25.5
06001408500,CA,72.8,363.17,0.43,28.48,14.38,8.72,17551.95,6.95,27.3
06001408600,CA,76.7,522.75,0.52,27.08,13.66,9.77,15928.65,4.47,25.5
06001408700,CA,76.4,433.81,0.27,26.28,12.83,7.6,17038.45,6.97,26.8
06001408800,CA,74.0,248.72,0.42,24.23,15.15,9.12,17496.92,7.1,32.5
06001408900,CA,74.2,451.9,0.51,27.58,14.53,19.19,12384.96,14.24,30.8
06001409000,CA,74.6,126.77,0.64,22.15,15.76,9.86,771.64,4.52,27.6
06001409100,CA,75.7,503.03,0.38,33.39,13.54,5.77,13368.36,0.55,25.3
06001409200,CA,73.8,346.74,0.51,19.45,13.78,10.93,13252.92,4.41,27.1
06001409300,CA,76.2,401.63,0.44,27.51,14.68,6.35,13823.16,5.07,29.2
06001409400,CA,76.2,403.72,0.46,24.37,13.82,5.48,9730.91,5.53,28.1
06001409500,CA,75.2,332.81,0.35,25.11,14.73,6.71,13284.12,9.67,33.0
06001409600,CA,75.3,267.89,0.36,24.84,13.96,8.45,17806.48,9.11,28.7
06001409700,CA,72.9,270.67,0.21,24.95,13.01,6.85,16735.81,7.74,29.8
06001409800,CA,81.0,567.75,0.38,22.56,12.03,3.96,5080.0,6.82,20.7
06001409900,CA,83.2,617.74,0.47,19.77,11.68,3.12,2390.59,3.42,15.4
06001410000,CA,81.7,589.76,0.35,12.59,7.4,0.54,1256.06,5.57,16.3
06001410100,CA,76.4,208.45,0.54,33.18,15.41,1.23,10155.13,5.8,21.2
06001410200,CA,73.6,225.97,0.29,30.21,14.03,4.37,14315.21,3.1,21.9
06001410300,CA,75.5,183.68,0.4,24.9,15.08,13.15,17434.41,9.63,31.6
06001410400,CA,78.7,209.94,0.61,29.24,16.14,8.28,17179.57,3.32,27.0
06001410500,CA,72.3,148.86,0.57,34.67,17.33,1.43,11134.13,11.22,26.3
06001421100,CA,92.6,139.13,0.56,24.49,14.54,3.08,7323.43,6.33,12.6
06001421200,CA,86.2,245.26,0.59,27.1,14.33,0.0,7006.12,4.6,11.4
06001421300,CA,86.0,255.32,0.7,27.03,16.75,0.9,9583.15,3.92,13.0
06001421400,CA,81.2,310.89,0.64,26.09,15.24,2.08,8935.55,0.0,15.7
06001421500,CA,87.2,204.33,0.6,23.28,14.27,1.65,6657.88,5.39,13.1
06001421600,CA,88.3,311.29,0.53,23.8,13.18,0.16,7536.35,4.62,12.1
06001421700,CA,85.8,94.92,0.63,30.49,17.4,3.48,15441.02,1.98,14.4
06001421800,CA,85.7,374.84,0.61,24.99,15.24,1.19,11075.82,2.88,12.8
06001421900,CA,84.6,169.67,0.63,34.47,16.54,2.51,12691.57,1.51,13.2
06001422000,CA,79.9,192.55,0.81,31.34,18.97,1.14,1410.37,2.23,14.0
06001422100,CA,77.6,299.69,0.84,27.47,17.23,1.47,15016.0,4.57,15.5
06001422200,CA,84.7,318.25,0.65,30.77,16.41,1.77,12585.22,5.2,13.2
06001422300,CA,85.7,471.86,0.43,31.71,13.38,6.48,16495.89,6.8,12.9
06001422400,CA,80.4,294.97,0.76,29.74,17.14,2.46,22802.89,6.2,11.6
06001422500,CA,81.5,194.08,0.59,26.63,15.65,9.49,24852.43,2.83,17.0
06001422600,CA,,230.67,0.09,35.02,13.5,0.87,1410.06,4.5,16.5
06001422700,CA,,346.28,0.57,27.22,14.61,2.27,35867.82,6.89,20.7
06001422800,CA,,252.31,0.68,34.17,17.03,3.54,56925.46,12.79,24.1
06001422900,CA,77.0,144.97,0.82,34.82,19.28,3.42,25399.51,3.29,21.06
06001423000,CA,83.8,429.48,0.45,26.95,13.73,1.56,16137.69,4.12,12.0
06001423100,CA,81.3,337.25,0.79,28.51,16.56,2.21,14789.49,4.85,17.6
06001423200,CA,78.5,331.79,0.63,26.08,15.58,3.67,17027.38,1.95,18.6
06001423300,CA,80.6,277.21,0.72,30.3,16.13,1.47,12389.88,6.03,17.5
06001423400,CA,80.3,354.47,0.58,27.51,14.45,7.28,19031.3,6.41,14.5
06001423500,CA,81.0,219.55,0.76,32.36,18.44,2.67,14421.78,4.04,14.3
06001423601,CA,,230.17,0.71,27.51,17.14,5.67,13547.79,7.06,11.5
06001423602,CA,,302.01,0.73,26.39,15.47,1.42,46083.22,7.55,22.8
06001423700,CA,88.6,302.12,0.52,29.68,15.88,1.16,12816.87,5.41,13.9
06001423800,CA,87.7,321.86,0.63,25.13,15.52,3.27,8177.86,3.87,11.6
06001423901,CA,80.9,233.38,0.8,34.85,18.23,2.89,14824.62,5.83,15.9
06001423902,CA,81.5,189.73,0.44,34.73,16.35,1.48,13275.64,4.21,12.9
06001424001,CA,76.5,329.44,0.55,31.11,15.57,2.57,18529.44,10.75,16.4
06001424002,CA,79.1,361.81,0.47,29.93,14.51,5.27,21107.14,9.02,15.8
06001425101,CA,81.0,373.99,0.46,45.59,14.14,8.61,7591.01,5.16,14.4
06001425102,CA,80.9,202.78,0.61,33.2,16.77,4.11,13970.52,1.89,12.0
06001425103,CA,80.9,229.54,0.72,30.88,18.41,3.79,9173.46,9.62,12.3
06001425104,CA,80.0,205.89,0.76,26.38,17.87,1.37,9562.02,3.84,17.1
06001426100,CA,,504.54,0.53,22.76,13.62,0.84,5353.57,3.72,11.3
06001426200,CA,82.2,273.53,0.71,28.74,16.97,0.0,9269.48,6.53,13.3
06001427100,CA,80.9,278.21,0.65,29.06,15.91,0.77,10663.58,6.42,12.4
06001427200,CA,79.9,212.55,0.67,26.36,16.6,4.3,8780.9,5.55,19.7
06001427300,CA,78.0,366.58,0.68,32.22,16.31,2.75,7014.83,2.41,16.7
06001427600,CA,76.0,423.04,0.65,30.84,15.77,7.52,21062.45,8.49,19.7
06001427700,CA,78.9,358.53,0.54,27.82,14.09,3.24,12977.13,4.15,16.0
06001427800,CA,80.9,195.56,0.61,22.25,14.92,2.69,13318.39,4.58,16.4
06001427900,CA,82.0,207.06,0.63,24.47,15.54,0.97,14707.32,6.88,14.5
06001428000,CA,80.4,261.81,0.65,22.32,14.08,4.51,14315.45,11.63,13.9
06001428100,CA,80.3,269.62,0.72,28.56,16.78,1.34,12668.71,4.02,16.3
06001428200,CA,82.7,338.09,0.51,30.49,14.93,2.82,12312.3,2.68,16.1
06001428301,CA,81.5,500.75,0.63,42.29,15.41,2.33,4337.62,4.58,15.5
06001428302,CA,86.0,459.15,0.68,39.2,15.76,2.92,8150.41,4.79,13.3
06001428400,CA,79.9,226.09,0.54,27.01,15.56,1.81,15197.61,5.4,20.3
06001428500,CA,81.8,355.56,0.43,25.95,14.31,0.97,13701.03,1.96,18.1
06001428600,CA,80.2,372.25,0.57,27.91,14.61,0.58,9320.27,2.34,17.3
06001428700,CA,80.3,547.79,0.74,26.3,16.22,5.73,1721.29,7.83,18.8
06001432100,CA,78.4,546.84,0.69,25.93,14.94,4.06,9116.01,1.76,15.7
06001432200,CA,82.1,429.24,0.6,19.85,13.75,1.74,10086.08,4.9,20.2
06001432300,CA,80.9,666.02,0.55,28.38,14.99,5.0,12080.93,5.08,18.8
06001432400,CA,80.6,414.32,0.63,13.76,13.56,5.23,2551.09,6.98,25.5
06001432501,CA,81.4,625.37,0.5,23.91,13.58,6.58,9280.82,2.85,21.8
06001432502,CA,83.2,558.53,0.58,31.27,13.37,8.1,16119.07,5.19,22.9
06001432600,CA,78.1,391.03,0.74,24.44,16.24,4.09,11378.76,2.93,19.5
06001432700,CA,83.4,321.77,0.42,27.28,13.47,7.77,8611.05,12.83,21.3
06001432800,CA,81.5,677.12,0.4,14.64,10.26,1.72,2579.84,4.94,18.5
06001433000,CA,80.4,502.22,0.44,30.57,13.67,3.74,7473.61,4.01,21.2
06001433102,CA,78.5,503.85,0.75,27.0,15.74,4.77,7653.09,1.29,22.3
06001433103,CA,76.8,366.63,0.66,19.8,16.1,10.13,13268.52,6.57,25.6
06001433104,CA,80.5,344.11,0.66,20.53,15.42,2.34,10812.87,3.28,24.4
06001433200,CA,81.1,693.95,0.59,28.51,14.32,7.2,6627.32,4.93,25.4
06001433300,CA,79.9,339.83,0.4,25.11,13.37,2.2,7571.24,7.86,22.4
06001433400,CA,85.5,656.9,0.53,23.11,12.85,3.18,2887.83,3.31,18.4
06001433500,CA,81.3,504.5,0.59,23.79,14.13,6.82,9047.87,8.31,21.5
06001433600,CA,81.6,407.43,0.44,24.45,12.76,1.63,9570.45,3.6,22.7
06001981900,CA,,364.78,0.33,31.92,14.17,0.0,16.93,0.0,
06001982000,CA,,587.41,0.71,26.26,15.0,0.0,102.02,0.0,15.6
06001983200,CA,,170.32,0.93,47.88,19.67,2.79,4692.48,0.14,12.8
06037101110,CA,79.2,519.61,0.34,24.75,11.29,4.48,9100.32,7.79,20.2
06037101122,CA,80.0,,0.72,12.29,7.13,4.21,4078.87,9.59,19.3
06037101210,CA,82.5,558.81,0.5,22.66,13.32,8.9,26209.16,7.49,26.37
06037101220,CA,78.5,547.12,0.55,21.82,14.03,8.7,12900.17,12.65,25.0
06037101300,CA,80.0,762.38,0.65,17.92,13.78,2.93,4086.0,7.26,19.6
06037101400,CA,81.4,677.84,0.46,15.1,11.71,8.29,1432.48,8.5,22.3
06037102103,CA,82.9,551.2,0.6,13.17,11.17,3.49,4003.44,8.72,23.6
06037102104,CA,85.4,514.05,0.5,22.54,13.9,6.3,6296.89,5.49,18.8
06037102105,CA,78.7,486.4,0.59,27.89,12.99,5.59,8462.28,3.41,23.1
06037102107,CA,79.6,,0.65,4.23,5.88,4.48,717.69,6.89,22.4
06037103101,CA,80.7,,0.68,16.41,7.98,9.1,3478.32,8.64,19.0
06037103102,CA,80.6,598.59,0.59,23.48,14.52,4.22,9495.71,11.83,21.7
06037103200,CA,81.5,580.03,0.76,18.02,12.72,6.28,4222.2,7.19,23.27
06037103300,CA,81.0,,0.74,9.62,7.33,1.57,1609.16,8.92,18.3
06037103400,CA,79.6,556.97,0.65,20.29,13.73,3.21,7252.73,5.74,17.5
06037104103,CA,83.9,668.17,0.2,24.83,13.22,10.67,11682.26,7.98,28.0
06037104105,CA,75.9,369.42,0.55,19.12,15.34,9.7,27442.23,8.31,27.1
06037104108,CA,81.0,372.12,0.63,22.52,13.96,7.52,11719.04,5.15,31.7
06037104124,CA,79.2,555.03,0.48,20.63,11.68,9.88,2316.1,14.41,24.0
06037104201,CA,84.3,510.13,0.6,24.86,13.83,5.5,11014.79,5.45,33.6
06037104203,CA,82.1,470.22,0.48,25.11,14.85,14.15,18956.96,9.08,32.4
06037104204,CA,73.6,562.61,0.44,14.06,10.8,8.27,3593.05,5.13,32.1
06037104310,CA,77.4,661.97,0.36,22.59,12.44,14.69,7540.15,6.92,29.5
06037104320,CA,79.7,422.69,0.59,31.87,14.79,15.31,11451.31,5.39,35.5
06037104401,CA,79.1,652.48,0.65,25.91,14.28,16.43,11320.22,5.09,32.5
06037104403,CA,80.5,245.99,0.34,27.3,13.43,14.84,8789.21,6.92,31.2
06037104404,CA,78.9,311.51,0.65,26.04,16.36,15.78,15949.24,9.21,34.4
06037104500,CA,81.3,316.09,0.41,26.12,14.51,7.28,16100.79,4.49,37.7
06037104610,CA,78.7,302.61,0.71,16.86,13.5,11.47,13655.5,1.96,31.6
06037104620,CA,81.2,583.43,0.27,20.09,11.16,9.61,17202.52,5.1,34.9
06037104701,CA,80.3,320.59,0.35,35.4,14.2,10.05,18306.21,9.08,41.6
06037104703,CA,77.5,508.27,0.33,13.07,11.17,11.27,5094.67,7.81,35.1
06037104704,CA,78.1,521.7,0.5,10.55,11.83,10.42,7112.19,4.5,34.4
06037104810,CA,78.7,362.86,0.41,22.52,13.04,12.53,14284.96,5.84,35.31
06037104821,CA,77.7,292.26,0.46,24.48,14.6,11.6,16709.69,7.69,33.8
06037104822,CA,,561.93,0.62,25.89,15.5,13.86,10546.77,11.71,42.0
06037106010,CA,79.0,902.57,0.64,18.08,12.83,4.78,3680.57,4.81,22.9
06037106020,CA,81.7,714.64,0.57,18.38,11.87,17.26,5894.17,10.43,25.0
06037106111,CA,79.5,,0.49,12.71,6.44,8.36,4536.29,7.08,23.4
06037106112,CA,78.2,258.61,0.54,17.34,13.53,5.35,4111.44,3.04,25.8
06037106113,CA,80.4,739.49,0.7,24.2,15.24,6.89,6945.69,7.53,25.4
06037106114,CA,78.1,283.37,0.69,23.32,15.54,7.84,17418.23,4.91,31.9
06037106403,CA,79.9,213.62,0.49,24.85,14.93,5.86,8669.65,5.01,29.6
06037106405,CA,78.5,353.62,0.54,18.33,12.87,11.73,9593.09,11.09,29.6
06037106406,CA,81.6,315.51,0.65,20.52,14.23,12.38,8407.59,3.07,26.3
06037106407,CA,77.8,563.31,0.28,14.6,11.6,10.07,26241.74,9.09,37.6
06037106408,CA,76.2,360.21,0.34,8.4,8.56,12.78,42207.3,5.85,33.9
06037106510,CA,86.9,691.09,0.45,15.85,11.08,10.48,2560.87,9.15,23.3
06037106520,CA,83.5,686.13,0.46,17.1,12.38,12.28,6510.54,5.55,27.6
06037106603,CA,82.9,405.02,0.68,6.03,8.43,2.77,889.54,4.85,19.4
06037106604,CA,77.7,444.58,0.5,18.12,12.57,10.05,3976.87,2.56,29.0
06037106641,CA,81.0,580.7,0.67,17.81,12.83,9.92,5011.22,6.72,17.9
06037106642,CA,84.0,646.13,0.55,23.62,12.9,2.6,5650.84,6.75,18.7
06037106643,CA,81.7,964.27,0.69,14.26,8.25,0.16,2570.33,5.16,17.3
06037106645,CA,80.8,893.19,0.62,15.5,11.11,4.62,3861.52,10.78,19.4
06037106646,CA,83.5,685.89,0.65,28.24,15.4,3.05,5282.74,8.96,20.5
06037106648,CA,79.1,372.8,0.74,25.18,13.81,10.11,14963.12,1.47,33.8
06037106649,CA,82.4,970.97,0.5,25.75,10.27,9.33,6461.73,7.43,28.7
06037107010,CA,75.1,516.33,0.79,22.2,16.5,10.07,12018.02,5.01,26.1
06037107020,CA,79.1,425.47,0.54,22.4,13.91,7.7,12012.35,8.94,29.7
06037108101,CA,81.6,,0.65,20.85,7.83,3.3,5218.38,5.28,18.0
06037108102,CA,86.6,,0.88,18.79,10.0,3.29,4264.82,7.45,17.7
06037108103,CA,85.2,,0.71,19.48,7.76,0.94,2996.99,5.61,17.6
06037108104,CA,83.3,,0.7,24.45,9.33,10.34,5449.5,1.64,15.8
06037108201,CA,86.8,,0.69,21.55,9.74,2.42,4988.33,2.56,16.35
06037108202,CA,81.3,,0.84,13.49,7.5,3.33,4031.4,2.34,18.4
06037109100,CA,77.3,359.93,0.46,21.95,13.55,6.98,2560.41,7.76,32.6
06037109200,CA,79.6,432.47,0.34,26.43,12.28,1.55,8050.56,2.39,19.1
06037109300,CA,81.7,328.51,0.65,33.53,15.5,2.69,6015.57,4.57,20.7
06037109400,CA,,714.62,0.36,31.53,11.76,9.57,8376.92,1.8,24.1
06037109500,CA,82.3,331.43,0.45,28.45,14.84,8.49,8020.31,8.49,29.8
06037109601,CA,83.7,634.66,0.43,22.45,12.15,10.37,5649.85,7.78,25.8
06037109603,CA,82.6,452.76,0.71,27.51,15.16,7.36,10112.14,5.23,28.7
06037109604,CA,80.5,453.46,0.74,29.59,16.61,7.31,6392.99,4.39,23.4
06037109700,CA,82.3,459.29,0.6,29.47,13.84,3.14,7072.09,8.93,20.9
06037109800,CA,82.5,347.07,0.63,27.63,14.76,5.37,8483.96,7.23,23.2
06037111100,CA,81.6,975.63,0.63,26.5,14.47,6.18,7521.21,5.18,22.9
06037111201,CA,83.8,476.87,0.59,22.93,13.18,4.27,4408.71,8.89,18.8
06037111202,CA,79.4,510.46,0.72,26.6,16.01,18.18,7866.98,12.87,20.2
06037111204,CA,86.8,711.54,0.72,21.26,13.07,3.32,4402.22,4.9,17.2
06037111205,CA,81.4,405.53,0.53,18.82,14.13,3.51,8802.58,5.64,17.4
06037111206,CA,84.4,769.27,0.6,23.09,10.79,5.86,4327.57,5.09,18.7
06037111301,CA,84.4,532.21,0.69,21.45,15.59,10.97,12009.37,7.47,23.15
06037111302,CA,83.3,724.81,0.58,19.76,12.6,7.52,8139.59,5.07,21.7
06037111400,CA,81.9,589.34,0.59,23.26,13.37,12.95,13855.51,7.62,24.72
